timestamp,model_combination,recipe,experiment_file,classification,agent_0_role,agent_1_role,success_reason,num_interactions,num_sampled,processing_time_seconds
2025-08-21T00:33:12.837647,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-52-48_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,63,18,33.75865697860718
2025-08-21T00:33:37.529173,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_07-09-06_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,6,6,22.68674635887146
2025-08-21T00:34:01.355725,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-27-39_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,21,18,21.822585582733154
2025-08-21T00:34:49.248688,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-20-27_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,73,18,45.88855481147766
2025-08-21T00:35:26.217348,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-51-06_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,17,17,34.955121755599976
2025-08-21T00:36:05.058830,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-40-06_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,93,18,36.83664560317993
2025-08-21T00:36:34.022528,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_07-00-09_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,80,18,26.959285497665405
2025-08-21T00:37:07.575268,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-05-17_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,77,18,31.548184156417847
2025-08-21T00:37:38.432433,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-14-28_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,62,18,28.85305881500244
2025-08-21T00:38:18.989616,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_green_bean_slices,experiment_2025-08-19_06-29-41_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,102,18,38.55283784866333
2025-08-21T00:39:13.775615,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-22-51_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,clear_hierarchy,1,0,No reason provided,186,18,52.78001356124878
2025-08-21T00:39:42.309910,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-02-03_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,clear_hierarchy,1,0,No reason provided,147,18,26.499313592910767
2025-08-21T00:40:21.904980,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_04-52-18_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,38,18,37.59040641784668
2025-08-21T00:40:53.241879,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-48-09_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,87,18,29.332512855529785
2025-08-21T00:41:16.535657,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-58-14_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,58,18,21.288851737976074
2025-08-21T00:41:37.223438,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-57-01_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,8,8,18.68332004547119
2025-08-21T00:42:19.584122,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_04-57-31_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,38,18,40.35591387748718
2025-08-21T00:42:40.106324,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_04-56-44_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,5,5,18.517648696899414
2025-08-21T00:43:40.864363,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-19-55_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,clear_hierarchy,1,0,No reason provided,25,18,58.753395557403564
2025-08-21T00:44:05.587122,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_corn_slices,experiment_2025-08-19_05-41-12_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,65,18,22.717966556549072
2025-08-21T00:44:41.935214,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_08-18-42_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,51,18,34.34198522567749
2025-08-21T00:45:37.015887,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_08-08-46_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,78,18,53.07642912864685
2025-08-21T00:46:24.319788,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_07-57-11_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,102,18,45.298929929733276
2025-08-21T00:46:42.370697,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_07-10-00_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,68,18,16.04636812210083
2025-08-21T00:46:58.519066,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_07-55-56_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,9,9,14.143303394317627
2025-08-21T00:47:30.989107,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_08-46-02_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,264,18,30.465312719345093
2025-08-21T00:48:03.087926,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_07-17-17_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,123,18,30.093961715698242
2025-08-21T00:48:35.559583,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_07-31-15_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,109,18,30.466813325881958
2025-08-21T00:49:04.937641,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_07-43-37_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,110,18,27.373629808425903
2025-08-21T00:49:55.971387,Qwen_Qwen3-14B_Qwen_Qwen3-4B,boiled_potato_slices,experiment_2025-08-19_08-24-17_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-4B_boiled_potato_slices.json,clear_hierarchy,1,0,No reason provided,179,18,49.02938222885132
2025-08-21T00:50:33.198425,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_12-12-24_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,459,18,35.21974468231201
2025-08-21T00:51:07.753119,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_10-56-49_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,674,18,32.54932117462158
2025-08-21T00:52:03.396513,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_13-01-44_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,no_hierarchy,0,0,No reason provided,605,18,53.63825511932373
2025-08-21T00:52:32.362115,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_13-34-37_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,490,18,26.95963191986084
2025-08-21T00:53:01.196687,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_10-37-32_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,359,18,26.828964948654175
2025-08-21T00:53:31.222925,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_11-30-31_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,574,18,28.021064043045044
2025-08-21T00:53:46.474516,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_12-11-57_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,5,5,13.246276140213013
2025-08-21T00:54:31.110176,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_11-58-05_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,297,18,42.63087224960327
2025-08-21T00:55:11.817395,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_13-26-22_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,189,18,38.7018780708313
2025-08-21T00:55:51.154055,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,experiment_2025-08-19_12-31-47_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,689,18,37.331570863723755
2025-08-21T00:56:12.742887,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_06-25-07_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,187,18,19.58153533935547
2025-08-21T00:57:10.630078,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_05-56-35_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,472,18,55.88270950317383
2025-08-21T00:57:45.334839,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_07-02-30_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,101,18,32.69950342178345
2025-08-21T00:58:25.051909,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_04-52-18_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,222,18,37.71212339401245
2025-08-21T00:58:48.346952,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_07-08-17_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,8,8,21.289894580841064
2025-08-21T00:59:24.690538,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_05-13-01_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,135,18,34.33889436721802
2025-08-21T00:59:54.042615,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_05-21-00_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,549,18,27.347261905670166
2025-08-21T01:00:57.190047,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_06-35-37_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,506,18,61.14201283454895
2025-08-21T01:01:22.765243,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_05-05-21_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,118,18,23.569885969161987
2025-08-21T01:02:15.165158,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_potato_slices,experiment_2025-08-19_07-09-02_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_potato_slices.json,fuzzy_hierarchy,0,0,No reason provided,15,15,50.36529326438904
2025-08-21T01:02:48.936778,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_04-52-18_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,492,18,31.764983892440796
2025-08-21T01:03:19.321797,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_05-33-13_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,539,18,28.379798650741577
2025-08-21T01:03:54.835259,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_05-22-19_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,80,18,33.508097887039185
2025-08-21T01:04:27.851574,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_07-31-01_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,29,18,31.01168417930603
2025-08-21T01:04:50.469908,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_06-43-53_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,10,10,20.613481283187866
2025-08-21T01:05:46.804770,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_06-44-38_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,207,18,54.33005976676941
2025-08-21T01:06:15.451531,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_07-32-56_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,217,18,26.64139437675476
2025-08-21T01:07:06.530515,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_05-26-59_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,98,18,49.073930740356445
2025-08-21T01:07:36.290363,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_06-56-45_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,593,18,27.75491499900818
2025-08-21T01:08:13.910770,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,baked_pumpkin_slices,experiment_2025-08-19_06-03-47_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_baked_pumpkin_slices.json,fuzzy_hierarchy,0,0,No reason provided,666,18,35.61505460739136
2025-08-21T01:08:48.812412,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_08-49-27_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,640,18,32.894227504730225
2025-08-21T01:09:28.494722,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_10-25-11_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,226,18,37.6768524646759
2025-08-21T01:09:59.210079,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_10-11-44_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,no_hierarchy,0,0,No reason provided,91,18,28.710448026657104
2025-08-21T01:10:26.331781,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_07-59-18_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,527,18,25.11609387397766
2025-08-21T01:11:11.411767,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_07-44-24_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,271,18,43.07455635070801
2025-08-21T01:11:38.923193,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_10-16-27_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,158,18,25.506200313568115
2025-08-21T01:12:19.537663,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_08-48-24_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,15,15,38.60987114906311
2025-08-21T01:13:04.821497,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_09-21-27_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,433,18,43.27864956855774
2025-08-21T01:13:28.503528,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_09-43-38_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,588,18,21.676336526870728
2025-08-21T01:14:00.684250,Qwen_Qwen3-4B_Qwen_Qwen3-1.7B,boiled_corn_slices,experiment_2025-08-19_08-26-13_player0_Qwen_Qwen3-4B_player1_Qwen_Qwen3-1.7B_boiled_corn_slices.json,fuzzy_hierarchy,0,0,No reason provided,407,18,30.175057649612427
2025-08-21T01:14:46.521981,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_10-40-45_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,172,18,43.82941913604736
2025-08-21T01:15:58.717305,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_09-42-20_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,clear_hierarchy,1,0,No reason provided,205,18,70.18993973731995
2025-08-21T01:16:36.979457,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_10-14-03_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,52,18,36.25665307044983
2025-08-21T01:17:06.016086,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_11-41-18_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,28,18,27.031587839126587
2025-08-21T01:17:27.216810,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_11-45-56_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,225,18,19.195892572402954
2025-08-21T01:18:09.902662,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_10-22-28_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,113,18,40.68078589439392
2025-08-21T01:18:38.651239,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_09-38-15_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,27,18,26.743879318237305
2025-08-21T01:19:26.551539,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_11-19-55_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,clear_hierarchy,1,0,No reason provided,148,18,45.89539861679077
2025-08-21T01:20:01.055734,Qwen_Qwen3-14B_Qwen_Qwen3-14B,boiled_green_bean_slices,experiment_2025-08-19_12-19-52_player0_Qwen_Qwen3-14B_player1_Qwen_Qwen3-14B_boiled_green_bean_slices.json,fuzzy_hierarchy,0,0,No reason provided,166,18,32.499062061309814
